Date,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-07-08,1177.0,51.0,0.0,3520.0,734.0,8548.0,452.0,75.0,48.0,0.0,73.0,9989.0,3420.0,0.0,4.0,23.0,430.0,980.0,437.0,471.0,472.0,400.0,1888.0,20.0,465.0,231.0,651.0,456.0,674.0,672.0,44.0,224.0,516.0,20.0,161.0,290.0,692.0,2002.0,73.0,0.0,1277.0,674.0,212.0,827.0,31.0,50.0,1557.0,79.0,2472.0,8903.0,722.0,2.0,6.0,635.0,521.0,202.0,598.0,31.0
2020-07-09,2212.0,52.0,0.0,4057.0,806.0,9924.0,408.0,101.0,69.0,0.0,37.0,8935.0,2837.0,0.0,2.0,36.0,460.0,1018.0,512.0,630.0,453.0,326.0,1843.0,26.0,586.0,275.0,512.0,574.0,703.0,820.0,95.0,198.0,603.0,21.0,231.0,234.0,584.0,2013.0,100.0,0.0,1150.0,603.0,371.0,817.0,117.0,39.0,1782.0,94.0,1605.0,11612.0,601.0,16.0,22.0,613.0,640.0,119.0,754.0,29.0
2020-07-10,1334.0,54.0,0.0,4221.0,751.0,8401.0,666.0,78.0,121.0,0.0,64.0,11433.0,4490.0,0.0,1.0,28.0,500.0,1327.0,725.0,918.0,518.0,427.0,2642.0,13.0,463.0,246.0,622.0,604.0,1031.0,659.0,127.0,154.0,1004.0,18.0,358.0,298.0,786.0,2271.0,84.0,0.0,1525.0,595.0,266.0,940.0,275.0,69.0,1728.0,65.0,1955.0,9379.0,867.0,5.0,9.0,943.0,637.0,157.0,845.0,21.0
2020-07-11,1439.0,77.0,0.0,3038.0,1061.0,7876.0,400.0,0.0,91.0,0.0,58.0,10360.0,3184.0,0.0,0.0,42.0,577.0,1195.0,779.0,486.0,384.0,449.0,2167.0,21.0,557.0,126.0,685.0,804.0,797.0,537.0,84.0,221.0,930.0,33.0,331.0,224.0,730.0,1999.0,88.0,2.0,1358.0,687.0,397.0,734.0,229.0,0.0,2280.0,53.0,1460.0,8495.0,632.0,6.0,14.0,851.0,0.0,163.0,926.0,49.0
2020-07-12,1640.0,116.0,0.0,2537.0,503.0,5782.0,322.0,0.0,61.0,0.0,46.0,15300.0,2534.0,0.0,0.0,20.0,397.0,954.0,533.0,752.0,294.0,268.0,1319.0,19.0,642.0,102.0,406.0,710.0,868.0,274.0,81.0,174.0,845.0,30.0,339.0,255.0,677.0,1824.0,91.0,0.0,1378.0,456.0,319.0,578.0,288.0,0.0,1949.0,45.0,954.0,8347.0,629.0,13.0,14.0,888.0,1438.0,98.0,769.0,23.0
2020-07-13,1958.0,71.0,0.0,1357.0,572.0,8814.0,323.0,223.0,75.0,0.0,59.0,12624.0,3637.0,0.0,2.0,23.0,501.0,883.0,425.0,221.0,664.0,264.0,1705.0,19.0,418.0,302.0,422.0,491.0,393.0,409.0,85.0,227.0,832.0,14.0,224.0,263.0,557.0,2081.0,108.0,0.0,1261.0,511.0,268.0,536.0,356.0,175.0,1520.0,25.0,3314.0,7016.0,546.0,5.0,25.0,972.0,1101.0,69.0,494.0,41.0
2020-07-14,1710.0,60.0,0.0,4273.0,873.0,12854.0,450.0,20.0,90.0,0.0,40.0,9194.0,3391.0,0.0,0.0,21.0,316.0,707.0,648.0,235.0,242.0,570.0,2215.0,8.0,733.0,237.0,666.0,398.0,862.0,951.0,109.0,318.0,1104.0,23.0,393.0,223.0,912.0,1937.0,51.0,3.0,1142.0,994.0,367.0,936.0,113.0,101.0,2221.0,48.0,1514.0,9799.0,448.0,4.0,0.0,801.0,547.0,94.0,964.0,47.0
2020-07-15,1812.0,57.0,0.0,3257.0,485.0,8674.0,469.0,106.0,81.0,0.0,80.0,10181.0,3875.0,0.0,1.0,28.0,729.0,1187.0,685.0,670.0,462.0,454.0,2089.0,12.0,756.0,318.0,1049.0,572.0,1025.0,817.0,144.0,262.0,849.0,22.0,363.0,327.0,831.0,2031.0,72.0,0.0,1316.0,1074.0,276.0,1003.0,256.0,52.0,1856.0,80.0,2273.0,11315.0,413.0,13.0,37.0,1084.0,742.0,150.0,821.0,35.0
2020-07-16,2021.0,78.0,0.0,3259.0,817.0,9821.0,571.0,114.0,64.0,0.0,50.0,13965.0,3449.0,0.0,1.0,19.0,685.0,1257.0,710.0,814.0,468.0,406.0,2280.0,20.0,648.0,246.0,926.0,605.0,1230.0,816.0,135.0,155.0,1447.0,26.0,223.0,297.0,769.0,1966.0,103.0,1.0,1290.0,626.0,428.0,806.0,195.0,71.0,1838.0,42.0,2479.0,14962.0,954.0,7.0,6.0,904.0,1267.0,100.0,900.0,41.0
2020-07-17,2003.0,52.0,0.0,3910.0,648.0,8553.0,618.0,143.0,223.0,0.0,39.0,11466.0,3905.0,0.0,0.0,23.0,619.0,1427.0,733.0,553.0,571.0,522.0,2179.0,38.0,707.0,245.0,754.0,666.0,1032.0,865.0,135.0,227.0,1380.0,26.0,50.0,318.0,776.0,2367.0,124.0,0.0,1679.0,700.0,293.0,1004.0,546.0,82.0,1977.0,95.0,2279.0,11914.0,727.0,9.0,14.0,1002.0,754.0,126.0,880.0,43.0
2020-07-18,2143.0,77.0,0.0,2742.0,771.0,7486.0,444.0,0.0,92.0,0.0,79.0,10328.0,4688.0,0.0,0.0,20.0,550.0,1276.0,841.0,410.0,305.0,579.0,0.0,9.0,835.0,135.0,745.0,457.0,1017.0,966.0,105.0,120.0,1182.0,23.0,263.0,280.0,754.0,1796.0,115.0,0.0,1541.0,917.0,347.0,701.0,333.0,0.0,1552.0,73.0,2517.0,9338.0,760.0,4.0,20.0,940.0,959.0,111.0,978.0,39.0
2020-07-19,1777.0,116.0,0.0,2359.0,695.0,6161.0,354.0,0.0,90.0,0.0,67.0,12478.0,3249.0,0.0,0.0,27.0,571.0,965.0,917.0,500.0,303.0,977.0,3116.0,42.0,925.0,94.0,530.0,734.0,792.0,817.0,62.0,102.0,1288.0,15.0,-31.0,235.0,502.0,1321.0,112.0,0.0,1111.0,209.0,430.0,604.0,610.0,0.0,2374.0,44.0,1779.0,8151.0,785.0,12.0,0.0,1057.0,920.0,96.0,830.0,18.0
2020-07-20,1880.0,140.0,0.0,1559.0,699.0,10964.0,424.0,162.0,105.0,0.0,78.0,10347.0,2453.0,0.0,5.0,12.0,394.0,1172.0,635.0,530.0,660.0,253.0,3186.0,24.0,554.0,293.0,527.0,903.0,1251.0,581.0,87.0,264.0,948.0,46.0,180.0,244.0,519.0,1915.0,107.0,1.0,1236.0,170.0,268.0,1021.0,398.0,111.0,1459.0,37.0,1639.0,8526.0,409.0,10.0,21.0,945.0,797.0,94.0,703.0,61.0
2020-07-21,1467.0,106.0,0.0,3500.0,728.0,11435.0,493.0,41.0,122.0,0.0,88.0,9440.0,3406.0,0.0,0.0,25.0,555.0,942.0,710.0,378.0,273.0,646.0,1691.0,12.0,860.0,291.0,664.0,350.0,1635.0,1092.0,91.0,343.0,815.0,13.0,293.0,302.0,855.0,1835.0,81.0,0.0,1047.0,890.0,292.0,1055.0,479.0,82.0,1892.0,76.0,2190.0,7288.0,486.0,6.0,0.0,996.0,832.0,88.0,1117.0,51.0
2020-07-22,1455.0,107.0,0.0,1926.0,591.0,11981.0,639.0,127.0,46.0,0.0,102.0,9785.0,3314.0,0.0,11.0,17.0,499.0,1611.0,757.0,487.0,552.0,480.0,2771.0,-1.0,627.0,290.0,671.0,504.0,1547.0,1303.0,101.0,296.0,1129.0,33.0,389.0,311.0,705.0,2452.0,160.0,0.0,1527.0,972.0,254.0,763.0,98.0,76.0,1705.0,58.0,2473.0,12544.0,566.0,0.0,16.0,1022.0,672.0,40.0,712.0,50.0
2020-07-23,2399.0,79.0,0.0,2335.0,1013.0,9487.0,615.0,9.0,132.0,0.0,42.0,10249.0,4305.0,0.0,7.0,55.0,415.0,1621.0,929.0,588.0,475.0,607.0,2296.0,15.0,664.0,302.0,701.0,760.0,982.0,1563.0,97.0,332.0,1262.0,23.0,242.0,335.0,811.0,2252.0,126.0,0.0,1444.0,671.0,320.0,882.0,435.0,86.0,1564.0,66.0,2570.0,9422.0,521.0,11.0,16.0,844.0,762.0,240.0,1052.0,59.0
2020-07-24,1793.0,66.0,0.0,3357.0,990.0,9412.0,667.0,544.0,278.0,0.0,78.0,12444.0,4813.0,0.0,0.0,59.0,528.0,1600.0,996.0,638.0,598.0,785.0,2084.0,20.0,930.0,282.0,641.0,767.0,1532.0,1575.0,129.0,356.0,966.0,57.0,458.0,312.0,753.0,2051.0,121.0,0.0,1560.0,1147.0,391.0,1187.0,494.0,76.0,2001.0,57.0,2091.0,7327.0,863.0,8.0,16.0,1127.0,815.0,201.0,1018.0,58.0
2020-07-25,2125.0,118.0,0.0,3740.0,732.0,6267.0,809.0,0.0,-27.0,0.0,68.0,12199.0,3768.0,0.0,0.0,71.0,561.0,1426.0,922.0,452.0,455.0,832.0,0.0,33.0,1288.0,184.0,550.0,803.0,1396.0,1399.0,221.0,221.0,931.0,40.0,513.0,313.0,750.0,1807.0,122.0,2.0,1438.0,965.0,388.0,823.0,573.0,0.0,1401.0,105.0,1718.0,9922.0,661.0,11.0,0.0,1245.0,1025.0,122.0,953.0,41.0
2020-07-26,1164.0,233.0,0.0,1973.0,642.0,5836.0,547.0,0.0,115.0,0.0,63.0,9344.0,2765.0,0.0,0.0,63.0,352.0,1541.0,852.0,471.0,281.0,318.0,3840.0,24.0,694.0,143.0,1039.0,862.0,1173.0,1126.0,82.0,223.0,1027.0,21.0,505.0,254.0,536.0,1591.0,140.0,0.0,889.0,1204.0,266.0,630.0,603.0,0.0,1191.0,90.0,3140.0,3798.0,350.0,4.0,0.0,958.0,786.0,114.0,957.0,29.0
2020-07-27,1821.0,111.0,0.0,1813.0,824.0,5833.0,229.0,207.0,116.0,0.0,78.0,8892.0,2890.0,0.0,12.0,28.0,514.0,1231.0,535.0,339.0,514.0,504.0,2343.0,18.0,1128.0,385.0,512.0,650.0,627.0,1329.0,39.0,281.0,988.0,5.0,449.0,460.0,608.0,2049.0,110.0,0.0,1104.0,1400.0,330.0,1250.0,288.0,291.0,1218.0,49.0,2553.0,6252.0,436.0,2.0,12.0,1505.0,686.0,110.0,590.0,45.0
2020-07-28,1251.0,135.0,0.0,2107.0,734.0,12641.0,749.0,94.0,70.0,0.0,87.0,9230.0,4209.0,0.0,2.0,46.0,528.0,1074.0,771.0,232.0,254.0,525.0,1121.0,6.0,648.0,356.0,785.0,478.0,1304.0,1692.0,94.0,258.0,1105.0,59.0,483.0,289.0,534.0,1608.0,155.0,0.0,1320.0,1090.0,320.0,1088.0,409.0,210.0,1692.0,48.0,2555.0,8157.0,446.0,3.0,11.0,922.0,884.0,121.0,762.0,69.0
2020-07-29,1416.0,93.0,0.0,2339.0,787.0,14151.0,482.0,463.0,126.0,0.0,54.0,9446.0,3271.0,0.0,3.0,108.0,454.0,1395.0,621.0,695.0,533.0,616.0,1735.0,28.0,761.0,351.0,1016.0,666.0,1719.0,1761.0,202.0,265.0,870.0,13.0,305.0,345.0,715.0,2364.0,86.0,2.0,1396.0,848.0,313.0,856.0,221.0,75.0,1737.0,149.0,1778.0,10502.0,339.0,1.0,10.0,999.0,780.0,157.0,870.0,39.0
2020-07-30,1980.0,122.0,0.0,2525.0,791.0,8021.0,408.0,130.0,87.0,0.0,58.0,9956.0,3963.0,0.0,2.0,124.0,568.0,1772.0,954.0,662.0,294.0,659.0,1708.0,22.0,892.0,354.0,807.0,745.0,1775.0,2197.0,138.0,344.0,1018.0,31.0,370.0,252.0,777.0,1951.0,74.0,0.0,1733.0,1117.0,410.0,868.0,511.0,150.0,1726.0,44.0,2049.0,9234.0,502.0,1.0,0.0,911.0,818.0,98.0,1059.0,58.0
2020-07-31,1961.0,111.0,0.0,3212.0,752.0,7622.0,605.0,140.0,99.0,0.0,69.0,9007.0,4066.0,0.0,0.0,122.0,474.0,1980.0,901.0,468.0,479.0,765.0,1799.0,24.0,1169.0,353.0,793.0,771.0,1168.0,1477.0,151.0,445.0,1264.0,39.0,690.0,212.0,644.0,1988.0,168.0,0.0,1533.0,747.0,361.0,980.0,209.0,72.0,1444.0,79.0,3088.0,10064.0,500.0,7.0,21.0,984.0,0.0,204.0,832.0,40.0
2020-08-01,1626.0,150.0,0.0,2992.0,662.0,6057.0,458.0,0.0,89.0,0.0,79.0,9642.0,3660.0,0.0,0.0,86.0,394.0,1639.0,968.0,540.0,228.0,572.0,0.0,25.0,1019.0,152.0,758.0,725.0,1134.0,1016.0,116.0,180.0,986.0,31.0,369.0,196.0,753.0,1402.0,133.0,2.0,928.0,1244.0,325.0,681.0,1091.0,0.0,1583.0,103.0,2225.0,6445.0,506.0,7.0,15.0,913.0,1738.0,159.0,1062.0,43.0
2020-08-02,2095.0,148.0,0.0,1465.0,637.0,5562.0,460.0,0.0,72.0,0.0,69.0,7104.0,3165.0,0.0,12.0,45.0,0.0,1470.0,735.0,430.0,279.0,462.0,3467.0,21.0,909.0,121.0,426.0,759.0,672.0,552.0,112.0,311.0,1131.0,20.0,321.0,220.0,531.0,1370.0,58.0,1.0,944.0,494.0,280.0,565.0,539.0,0.0,1189.0,88.0,1443.0,3407.0,473.0,5.0,0.0,981.0,632.0,120.0,922.0,39.0
2020-08-03,1217.0,78.0,0.0,1030.0,787.0,4676.0,241.0,252.0,106.0,0.0,39.0,4752.0,2258.0,0.0,7.0,206.0,560.0,1298.0,576.0,182.0,561.0,323.0,1099.0,12.0,870.0,381.0,616.0,613.0,572.0,1030.0,40.0,254.0,994.0,26.0,264.0,114.0,545.0,1580.0,125.0,1.0,932.0,377.0,269.0,861.0,380.0,224.0,1163.0,65.0,1009.0,8479.0,354.0,1.0,18.0,1324.0,542.0,120.0,404.0,40.0
2020-08-04,1041.0,69.0,0.0,1008.0,784.0,9834.0,426.0,48.0,82.0,0.0,85.0,5446.0,2513.0,0.0,14.0,143.0,566.0,1471.0,822.0,326.0,350.0,689.0,3615.0,7.0,710.0,324.0,801.0,602.0,1074.0,1208.0,81.0,222.0,980.0,33.0,356.0,210.0,746.0,1227.0,148.0,0.0,1143.0,861.0,333.0,830.0,533.0,144.0,1239.0,59.0,1805.0,9408.0,378.0,4.0,24.0,1145.0,664.0,81.0,728.0,36.0
2020-08-05,952.0,59.0,0.0,1698.0,912.0,3921.0,594.0,115.0,159.0,0.0,45.0,5409.0,3765.0,0.0,8.0,172.0,472.0,1759.0,720.0,605.0,474.0,544.0,1482.0,17.0,572.0,347.0,718.0,617.0,1245.0,1192.0,115.0,311.0,649.0,26.0,357.0,226.0,636.0,1953.0,124.0,0.0,1199.0,1101.0,279.0,722.0,327.0,91.0,1282.0,89.0,1657.0,10967.0,421.0,5.0,18.0,798.0,705.0,103.0,884.0,39.0
2020-08-06,1938.0,46.0,0.0,1453.0,735.0,10733.0,448.0,20.0,69.0,0.0,75.0,7650.0,3182.0,0.0,14.0,151.0,693.0,1953.0,1040.0,723.0,361.0,513.0,1303.0,5.0,579.0,382.0,763.0,861.0,956.0,1159.0,173.0,332.0,729.0,23.0,374.0,207.0,703.0,1866.0,120.0,1.0,1166.0,837.0,246.0,801.0,283.0,130.0,1325.0,105.0,2252.0,6921.0,587.0,9.0,20.0,818.0,833.0,116.0,839.0,30.0
2020-08-07,1709.0,68.0,0.0,1397.0,1011.0,5475.0,457.0,75.0,80.0,0.0,71.0,7686.0,4109.0,0.0,0.0,201.0,524.0,2103.0,1239.0,481.0,520.0,542.0,1500.0,17.0,801.0,325.0,814.0,545.0,1036.0,1064.0,155.0,283.0,976.0,37.0,360.0,192.0,714.0,1786.0,150.0,0.0,1204.0,854.0,411.0,781.0,752.0,127.0,1422.0,98.0,2432.0,7384.0,460.0,3.0,21.0,2015.0,670.0,174.0,989.0,47.0
2020-08-08,1872.0,87.0,0.0,1054.0,772.0,7574.0,431.0,0.0,57.0,0.0,64.0,8502.0,4423.0,0.0,0.0,231.0,572.0,2190.0,1033.0,495.0,326.0,782.0,0.0,12.0,775.0,182.0,721.0,916.0,1210.0,184.0,132.0,141.0,886.0,39.0,368.0,150.0,703.0,1365.0,181.0,1.0,1294.0,825.0,375.0,637.0,738.0,0.0,1241.0,106.0,1803.0,6328.0,376.0,6.0,6.0,1307.0,936.0,111.0,1165.0,15.0
2020-08-09,1161.0,100.0,0.0,816.0,572.0,5358.0,336.0,0.0,73.0,0.0,100.0,6229.0,3169.0,0.0,7.0,152.0,178.0,1382.0,1041.0,384.0,199.0,404.0,2653.0,16.0,922.0,102.0,535.0,797.0,527.0,1362.0,63.0,187.0,811.0,17.0,344.0,200.0,515.0,813.0,88.0,0.0,879.0,486.0,262.0,647.0,697.0,0.0,975.0,128.0,2127.0,5696.0,376.0,5.0,0.0,897.0,549.0,132.0,621.0,35.0
2020-08-10,1686.0,69.0,0.0,600.0,645.0,14485.0,378.0,247.0,59.0,0.0,54.0,4155.0,2429.0,0.0,0.0,140.0,429.0,1319.0,664.0,246.0,521.0,272.0,562.0,7.0,755.0,380.0,580.0,618.0,476.0,976.0,65.0,264.0,742.0,5.0,258.0,129.0,476.0,1335.0,117.0,1.0,883.0,397.0,216.0,909.0,700.0,196.0,724.0,58.0,1202.0,6253.0,263.0,3.0,19.0,663.0,575.0,62.0,507.0,-8.0
2020-08-11,831.0,55.0,0.0,1214.0,383.0,4715.0,402.0,117.0,65.0,0.0,89.0,5831.0,3563.0,0.0,31.0,118.0,494.0,1549.0,870.0,356.0,285.0,539.0,1164.0,1.0,585.0,307.0,907.0,323.0,644.0,1081.0,87.0,334.0,548.0,21.0,444.0,199.0,667.0,1361.0,172.0,0.0,1095.0,765.0,286.0,795.0,582.0,119.0,971.0,50.0,1001.0,8119.0,362.0,10.0,29.0,996.0,504.0,122.0,724.0,31.0
2020-08-12,935.0,67.0,0.0,706.0,685.0,12430.0,315.0,22.0,66.0,0.0,63.0,8109.0,3565.0,0.0,0.0,202.0,536.0,1645.0,660.0,452.0,629.0,1152.0,1179.0,18.0,541.0,313.0,476.0,464.0,1081.0,1516.0,164.0,214.0,528.0,26.0,463.0,173.0,700.0,1777.0,85.0,0.0,1422.0,670.0,248.0,902.0,671.0,76.0,844.0,102.0,1478.0,6277.0,338.0,6.0,63.0,776.0,551.0,139.0,478.0,13.0
2020-08-13,771.0,101.0,0.0,1351.0,670.0,6608.0,463.0,76.0,202.0,0.0,65.0,6236.0,2515.0,0.0,28.0,354.0,495.0,1834.0,1043.0,400.0,387.0,741.0,1135.0,19.0,776.0,369.0,1167.0,690.0,612.0,1473.0,139.0,416.0,602.0,34.0,656.0,171.0,737.0,1569.0,201.0,0.0,1178.0,705.0,278.0,987.0,372.0,111.0,935.0,82.0,2118.0,6880.0,334.0,6.0,43.0,1101.0,637.0,145.0,943.0,33.0
2020-08-14,752.0,105.0,0.0,927.0,626.0,15117.0,319.0,115.0,373.0,0.0,94.0,6148.0,3227.0,0.0,25.0,231.0,542.0,2296.0,1067.0,874.0,546.0,612.0,1298.0,27.0,715.0,361.0,868.0,730.0,944.0,1364.0,134.0,328.0,1099.0,43.0,570.0,173.0,727.0,1597.0,151.0,1.0,1131.0,794.0,313.0,827.0,682.0,95.0,932.0,127.0,1947.0,8816.0,552.0,17.0,22.0,1216.0,800.0,114.0,1021.0,64.0
2020-08-15,1271.0,85.0,0.0,933.0,-400.0,4893.0,300.0,0.0,56.0,0.0,41.0,6352.0,3273.0,0.0,0.0,282.0,304.0,1828.0,1044.0,818.0,855.0,632.0,0.0,28.0,818.0,176.0,1058.0,690.0,825.0,1211.0,118.0,253.0,859.0,16.0,278.0,142.0,734.0,1341.0,122.0,0.0,1117.0,901.0,405.0,799.0,567.0,0.0,1041.0,94.0,1289.0,6879.0,345.0,8.0,30.0,912.0,746.0,185.0,829.0,44.0
2020-08-16,853.0,104.0,0.0,883.0,673.0,5879.0,338.0,0.0,55.0,0.0,61.0,3779.0,1862.0,0.0,0.0,217.0,181.0,1561.0,739.0,382.0,0.0,0.0,1181.0,24.0,519.0,121.0,477.0,739.0,381.0,1192.0,91.0,131.0,697.0,8.0,13.0,106.0,607.0,886.0,143.0,0.0,613.0,544.0,244.0,539.0,311.0,0.0,615.0,156.0,1961.0,8842.0,331.0,6.0,7.0,937.0,576.0,105.0,685.0,59.0
2020-08-17,571.0,50.0,0.0,468.0,412.0,5542.0,194.0,370.0,85.0,0.0,53.0,2678.0,1831.0,0.0,75.0,173.0,281.0,1773.0,591.0,382.0,729.0,761.0,567.0,29.0,503.0,382.0,490.0,564.0,276.0,1029.0,42.0,191.0,662.0,16.0,312.0,92.0,408.0,1257.0,60.0,4.0,775.0,369.0,189.0,577.0,754.0,237.0,456.0,86.0,1036.0,5716.0,242.0,12.0,19.0,734.0,260.0,74.0,455.0,45.0
2020-08-18,1357.0,71.0,0.0,915.0,410.0,8725.0,261.0,-12.0,57.0,0.0,52.0,3838.0,2816.0,0.0,22.0,134.0,384.0,1739.0,841.0,372.0,260.0,608.0,640.0,16.0,520.0,397.0,653.0,376.0,795.0,830.0,54.0,262.0,672.0,13.0,331.0,79.0,655.0,1379.0,135.0,0.0,848.0,601.0,225.0,600.0,953.0,120.0,719.0,81.0,1026.0,7702.0,263.0,3.0,36.0,861.0,542.0,97.0,0.0,29.0
2020-08-19,1117.0,77.0,0.0,637.0,729.0,9134.0,270.0,59.0,50.0,0.0,29.0,4115.0,2305.0,0.0,0.0,260.0,359.0,2296.0,489.0,322.0,545.0,627.0,778.0,22.0,414.0,343.0,689.0,526.0,1348.0,1230.0,110.0,215.0,389.0,19.0,329.0,170.0,631.0,2049.0,186.0,0.0,971.0,611.0,194.0,658.0,221.0,103.0,739.0,125.0,2030.0,5821.0,364.0,3.0,32.0,737.0,426.0,69.0,1297.0,71.0
2020-08-20,971.0,85.0,0.0,723.0,549.0,4993.0,329.0,118.0,75.0,0.0,55.0,4555.0,2759.0,0.0,105.0,235.0,430.0,1832.0,941.0,1010.0,488.0,700.0,918.0,18.0,580.0,361.0,527.0,690.0,894.0,1068.0,116.0,308.0,556.0,14.0,100.0,202.0,601.0,1989.0,274.0,0.0,1122.0,746.0,295.0,787.0,209.0,76.0,909.0,125.0,1375.0,5259.0,461.0,4.0,41.0,860.0,700.0,180.0,740.0,26.0
2020-08-21,1183.0,72.0,0.0,619.0,887.0,6633.0,0.0,87.0,52.0,0.0,60.0,4684.0,2889.0,0.0,63.0,228.0,254.0,2293.0,1040.0,798.0,988.0,639.0,899.0,33.0,670.0,300.0,0.0,825.0,874.0,1270.0,144.0,278.0,849.0,21.0,290.0,144.0,709.0,1790.0,232.0,0.0,1043.0,1077.0,256.0,725.0,703.0,151.0,1058.0,193.0,1669.0,5670.0,463.0,4.0,63.0,978.0,390.0,90.0,826.0,67.0
2020-08-22,900.0,90.0,0.0,996.0,547.0,5535.0,653.0,0.0,58.0,0.0,65.0,4311.0,2592.0,0.0,0.0,284.0,295.0,2356.0,1000.0,665.0,493.0,801.0,0.0,32.0,624.0,165.0,1426.0,734.0,945.0,1329.0,160.0,154.0,636.0,23.0,529.0,207.0,653.0,1519.0,262.0,0.0,1119.0,853.0,289.0,743.0,731.0,0.0,917.0,251.0,1239.0,3717.0,369.0,12.0,28.0,1215.0,816.0,108.0,950.0,19.0
2020-08-23,528.0,67.0,0.0,208.0,375.0,4845.0,259.0,0.0,67.0,0.0,56.0,2974.0,1727.0,0.0,0.0,244.0,186.0,1893.0,615.0,450.0,270.0,0.0,1223.0,18.0,579.0,110.0,764.0,717.0,626.0,831.0,53.0,109.0,532.0,13.0,148.0,94.0,572.0,1217.0,140.0,0.0,637.0,566.0,227.0,519.0,319.0,0.0,693.0,141.0,1854.0,4756.0,301.0,4.0,20.0,888.0,417.0,88.0,453.0,35.0
2020-08-24,1650.0,72.0,0.0,311.0,320.0,6281.0,198.0,492.0,47.0,0.0,49.0,2258.0,2304.0,0.0,140.0,169.0,212.0,1612.0,1660.0,463.0,888.0,832.0,623.0,21.0,567.0,413.0,878.0,714.0,511.0,814.0,60.0,158.0,409.0,33.0,225.0,146.0,408.0,1495.0,124.0,0.0,849.0,357.0,218.0,525.0,722.0,280.0,563.0,149.0,667.0,4227.0,249.0,9.0,4.0,663.0,359.0,42.0,392.0,25.0
2020-08-25,532.0,36.0,0.0,859.0,480.0,5471.0,459.0,29.0,20.0,0.0,45.0,2673.0,2101.0,0.0,77.0,215.0,408.0,1681.0,829.0,697.0,315.0,670.0,550.0,12.0,377.0,404.0,951.0,409.0,801.0,793.0,135.0,301.0,403.0,16.0,302.0,64.0,629.0,1394.0,229.0,0.0,844.0,650.0,236.0,556.0,102.0,70.0,937.0,80.0,813.0,6066.0,403.0,6.0,14.0,1003.0,334.0,84.0,638.0,29.0
2020-08-26,2012.0,54.0,0.0,186.0,649.0,5972.0,193.0,180.0,24.0,0.0,0.0,3220.0,2236.0,0.0,136.0,276.0,306.0,2156.0,938.0,1201.0,1019.0,662.0,844.0,20.0,440.0,401.0,843.0,529.0,904.0,1353.0,161.0,379.0,253.0,0.0,285.0,126.0,566.0,2161.0,238.0,0.0,1089.0,666.0,180.0,519.0,24.0,82.0,605.0,66.0,1936.0,6320.0,407.0,5.0,32.0,822.0,456.0,145.0,768.0,48.0
2020-08-27,1769.0,89.0,0.0,680.0,722.0,4817.0,350.0,130.0,-10.0,0.0,110.0,3269.0,2484.0,0.0,112.0,306.0,342.0,1707.0,1145.0,2681.0,480.0,748.0,677.0,25.0,577.0,377.0,863.0,1154.0,585.0,1471.0,144.0,374.0,554.0,38.0,307.0,188.0,791.0,1987.0,333.0,0.0,1244.0,712.0,190.0,633.0,639.0,135.0,505.0,623.0,1826.0,3901.0,383.0,9.0,22.0,1121.0,542.0,89.0,878.0,53.0
2020-08-28,1162.0,119.0,0.0,519.0,838.0,5564.0,430.0,145.0,107.0,0.0,57.0,3815.0,2298.0,0.0,55.0,264.0,263.0,2436.0,809.0,1340.0,690.0,779.0,606.0,22.0,601.0,376.0,793.0,850.0,599.0,1458.0,134.0,335.0,632.0,22.0,358.0,122.0,636.0,1539.0,310.0,0.0,1296.0,710.0,293.0,869.0,605.0,94.0,1353.0,323.0,1636.0,4805.0,391.0,3.0,23.0,1023.0,598.0,193.0,843.0,70.0
2020-08-29,1704.0,97.0,0.0,629.0,795.0,4653.0,267.0,0.0,266.0,0.0,74.0,3197.0,2386.0,0.0,0.0,309.0,292.0,1880.0,1121.0,784.0,545.0,820.0,0.0,56.0,630.0,203.0,0.0,1017.0,735.0,1496.0,188.0,317.0,609.0,30.0,349.0,136.0,635.0,1695.0,374.0,2.0,1196.0,1093.0,239.0,795.0,562.0,0.0,1298.0,425.0,1465.0,7397.0,458.0,16.0,43.0,1217.0,578.0,144.0,819.0,-8.0
2020-08-30,1346.0,49.0,0.0,374.0,478.0,3913.0,183.0,0.0,-6.0,0.0,34.0,2583.0,1215.0,0.0,0.0,200.0,190.0,1992.0,879.0,987.0,166.0,454.0,1624.0,22.0,497.0,157.0,1390.0,932.0,647.0,1306.0,89.0,293.0,447.0,8.0,291.0,105.0,698.0,1110.0,218.0,0.0,940.0,766.0,261.0,558.0,298.0,0.0,1075.0,380.0,835.0,2819.0,448.0,11.0,11.0,938.0,441.0,139.0,537.0,34.0
